pcds,ASScore,BHSScore,CriScore,CYPScore,DepChi,EduScore,EmpScore,EnvScore,GBScore,HDDScore,IDCScore,IDOScore,IMDScore,IncScore,IndScore,OutScore,Pop16_59,Pop60_,TotPop,WBScore,WorkPop
BD3 9RU,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9RW,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9RY,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9RZ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SB,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9SE,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SG,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SH,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SJ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SL,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SN,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SQ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SR,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SS,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9ST,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SU,0.489,16.164,1.219,0.778,317,47.67,0.215,68.531,-0.541,1.53,0.437,0.343,58.727,0.338,1.694,1.016,843,279,1439,1.038,857.75
BD3 9SW,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9SX,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9SY,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9TB,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9TD,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9TE,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9TF,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TH,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9TJ,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TN,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TP,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TQ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9TR,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TS,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TT,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TU,0.517,18.778,1.365,1.376,612,65.361,0.16,36.209,-0.414,1.176,0.265,0.308,45.769,0.235,0.744,0.67,1277,311,2200,1.413,1258.75
BD3 9TW,0.517,18.778,1.365,1.376,612,65.361,0.16,36.209,-0.414,1.176,0.265,0.308,45.769,0.235,0.744,0.67,1277,311,2200,1.413,1258.75
BD3 9TX,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9TY,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9UB,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9UD,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9WA,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WL,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WN,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WP,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9WQ,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WR,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9WS,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WT,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9WU,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9WW,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9WX,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9WY,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9WZ,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD3 9XL,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9XN,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9XP,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9XQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9XR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9XS,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9XT,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9XU,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9XW,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9XX,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9XY,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9XZ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YA,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9YB,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YD,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YE,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9YF,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YG,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YH,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YJ,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YL,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YN,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YP,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YQ,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YR,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YS,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9YT,0.578,25.016,1.957,0.493,764,57.398,0.252,63.564,-0.453,1.556,0.284,0.616,67.256,0.346,1.445,1.249,1522,178,2464,2.789,1494.5
BD3 9YU,0.243,28.694,1.517,1.25,178,33.92,0.074,69.159,-0.78,0.475,0.134,0.272,33.188,0.093,1.601,1.299,1152,33,1363,3.821,1181.75
BD3 9YW,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9YX,0.47,15.714,1.82,1.3,302,56.509,0.201,55.54,-0.491,0.976,0.396,0.305,52.854,0.28,1.262,1.057,857,318,1477,0.849,858
BD3 9YY,0.65,21.269,1.171,0.416,686,62.805,0.189,56.48,-1.084,1.11,0.236,0.65,52.418,0.289,1.277,1.1,1072,147,1905,2.643,1033
BD3 9YZ,0.641,22.92,1.509,0.748,595,67.952,0.232,50.472,-0.869,1.723,0.264,0.925,63.905,0.339,1.151,0.94,1175,164,1934,2.833,1131.5
BD4 0AA,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
BD4 0AB,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
BD4 0AD,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AE,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AF,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AG,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AH,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AJ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AL,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AN,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AP,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0AQ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AR,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AS,0.462,12.332,1.926,0.528,292,39.784,0.18,57.279,-0.939,0.812,0.298,0.253,45.537,0.227,1.427,0.744,987,372,1651,0.603,1007.25
BD4 0AT,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0AU,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AW,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0AX,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0AY,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0AZ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BA,0.328,23.508,0.733,0.202,372,21.043,0.072,16.442,0.804,-0.008,0.11,0.098,17.402,0.082,-0.16,0.282,1161,386,1919,-2.214,1135.75
BD4 0BB,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BD,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BE,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BG,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BH,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
BD4 0BJ,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0BL,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0BQ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BS,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BT,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BU,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BX,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BY,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0BZ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DA,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DB,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DE,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DF,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DG,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DH,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DJ,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DL,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DN,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0DP,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0DQ,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DR,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0DS,0.643,22.754,1.91,1.945,538,95.008,0.318,15.249,-0.228,1.7,0.533,0.493,75.768,0.463,-0.324,0.357,844,278,1660,1.919,836.75
BD4 0DW,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0DX,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DY,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0DZ,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EA,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EB,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0ED,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EE,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EF,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EG,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EH,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EJ,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EL,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EN,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EP,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EQ,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0ER,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0ES,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0ET,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EU,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EW,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EX,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EY,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0EZ,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0HA,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0HB,0.595,18.087,2.171,1.848,467,89.136,0.329,14.442,-0.479,1.71,0.537,0.542,75.825,0.458,-0.5,0.44,815,151,1433,1.365,801
BD4 0HG,0.503,24.275,1.772,2.164,783,78.673,0.214,11.029,0.198,1.148,0.364,0.372,56.12,0.32,-0.98,0.382,1314,179,2276,1.096,1296.75
BD4 0HH,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
BD4 0HJ,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
BD4 0HL,0.617,22.649,2.294,2.095,448,95.198,0.3,15.525,-0.159,1.7,0.339,0.459,72.553,0.385,-0.72,0.725,784,284,1516,1.75,789
